1410625600,31.27,5.85,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410627641,29.21,5.81,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410628239,28.74,5.79,"Mbit","['http://sto-chic-01.sys.comcast.net/speedtest/']"
1410628841,32.18,5.80,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410629440,29.97,5.82,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410630045,8.82,5.70,"Mbit","['http://chi.ookla.towerstream.net/speedtest/']"
1410630643,28.78,5.77,"Mbit","['http://sto-chic-01.sys.comcast.net/speedtest/']"
1410631240,31.40,5.75,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410634841,29.22,5.75,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410638442,30.58,5.69,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410642043,29.21,5.83,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410645641,30.99,5.72,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410649246,29.53,5.80,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410652843,29.91,5.79,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410660041,30.61,5.75,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410663642,31.42,5.69,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410667239,30.06,5.73,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410670839,31.52,5.87,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410674441,28.80,5.79,"Mbit","['http://sto-chic-01.sys.comcast.net/speedtest/']"
1410678039,29.61,5.74,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410681640,29.87,5.88,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410685242,28.69,5.85,"Mbit","['http://speedtest.servercentral.net/speedtest/']"
1410688845,28.78,5.78,"Mbit","['http://sto-chic-01.sys.comcast.net/speedtest/']"
1410692441,29.73,5.82,"Mbit","['http://speedtest.servercentral.net/speedtest/']"
1410696039,31.91,5.85,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410699641,27.05,5.73,"Mbit","['http://chi.ookla.towerstream.net/speedtest/']"
1410703245,12.89,5.73,"Mbit","['http://chi.ookla.towerstream.net/speedtest/']"
1410706841,30.96,5.88,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410710438,7.92,5.73,"Mbit","['http://chi.ookla.towerstream.net/speedtest/']"
1410714042,29.73,5.77,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410717642,30.96,5.72,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410721240,31.89,5.79,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410724840,29.96,5.84,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410728440,29.86,5.84,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410732041,31.32,5.79,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410735634,8.52,1.61,"Mbit","['http://chi.ookla.towerstream.net/speedtest/']"
1410739240,29.61,5.79,"Mbit","['http://speedtest.servercentral.net/speedtest/']"
1410742840,29.91,5.85,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410746441,30.71,5.79,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410750046,29.91,5.73,"Mbit","['http://speedtest.servercentral.net/speedtest/']"
1410753640,29.77,5.78,"Mbit","['http://speedtest.servercentral.net/speedtest/']"
1410757241,29.87,5.72,"Mbit","['http://speedtest.servercentral.net/speedtest/']"
1410760839,31.87,5.80,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410764440,31.04,5.78,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410768039,30.91,5.86,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410771639,31.26,5.88,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410775243,10.10,5.74,"Mbit","['http://chi.ookla.towerstream.net/speedtest/']"
1410778840,30.75,5.85,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410782439,30.09,5.85,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410786044,28.79,5.77,"Mbit","['http://sto-chic-01.sys.comcast.net/speedtest/']"
1410789643,29.52,5.86,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410825651,30.89,5.71,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410829246,30.50,5.79,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410832841,28.75,5.80,"Mbit","['http://sto-chic-01.sys.comcast.net/speedtest/']"
1410836442,29.29,5.70,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410840045,8.87,5.66,"Mbit","['http://chi.ookla.towerstream.net/speedtest/']"
1410843640,31.28,5.85,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410847240,30.13,5.90,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410850840,30.15,5.82,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410854440,29.97,5.92,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410858040,31.75,5.87,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410861640,30.28,5.85,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410865239,31.39,5.84,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410868840,32.13,5.85,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410872440,29.91,5.79,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410876040,31.65,5.80,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410879641,28.73,5.80,"Mbit","['http://sto-chic-01.sys.comcast.net/speedtest/']"
1410883229,6.32,5.75,"Mbit","['http://chi.ookla.towerstream.net/speedtest/']"
1410886840,30.64,5.88,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410894039,31.36,5.87,"Mbit","['http://test.chi.host-engine.com/speedtest/']"
1410897642,31.46,5.87,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410901239,29.74,5.89,"Mbit","['http://speedtest-1.silverip.net/speedtest/']"
1410904842,19.13,5.74,"Mbit","['http://chi.ookla.towerstream.net/speedtest/']"
